source_text,target_text
"If any one of them can explain it, said Alice, she had grown so
large in the last few minutes that she wasnt a bit afraid of
interrupting him, Ill give him sixpence. _I_ dont believe theres
an atom of meaning in it.",Summarize this paragraph.
"The jury all wrote down on their slates, _She_ doesnt believe theres
an atom of meaning in it, but none of them attempted to explain the
paper.",Summarize this paragraph.
"If theres no meaning in it, said the King, that saves a world of
trouble, you know, as we neednt try to find any. And yet I dont
know, he went on, spreading out the verses on his knee, and looking at
them with one eye I seem to see some meaning in them, after all.
_said I could not swim_ you cant swim, can you? he added, turning
to the Knave.",Summarize this paragraph.
"The Knave shook his head sadly. Do I look like it? he said. Which he
certainly did _not_, being made entirely of cardboard.",Summarize this paragraph.
"All right, so far, said the King, and he went on muttering over the
verses to himself _We know it to be true_ thats the jury, of
course_I gave her one, they gave him two_ why, that must be what he
did with the tarts, you know",Summarize this paragraph.
"But, it goes on _they all returned from him to you_, said Alice.",Summarize this paragraph.
"Why, there they are! said the King triumphantly, pointing to the
tarts on the table. Nothing can be clearer than _that_. Then
again_before she had this fit_ you never had fits, my dear, I
think? he said to the Queen.",Summarize this paragraph.
"Never! said the Queen furiously, throwing an inkstand at the Lizard
as she spoke. The unfortunate little Bill had left off writing on his
slate with one finger, as he found it made no mark but he now hastily
began again, using the ink, that was trickling down his face, as long
as it lasted.",Summarize this paragraph.
"Then the words dont _fit_ you, said the King, looking round the
court with a smile. There was a dead silence.",Summarize this paragraph.
"Its a pun! the King added in an offended tone, and everybody
laughed, Let the jury consider their verdict, the King said, for
about the twentieth time that day.",Summarize this paragraph.
"No, no! said the Queen. Sentence firstverdict afterwards.",Summarize this paragraph.
"Stuff and nonsense! said Alice loudly. The idea of having the
sentence first!",Summarize this paragraph.
"Hold your tongue! said the Queen, turning purple.",Summarize this paragraph.
I wont! said Alice.,Summarize this paragraph.
"Off with her head! the Queen shouted at the top of her voice. Nobody
moved.",Summarize this paragraph.
"Who cares for you? said Alice, she had grown to her full size by
this time. Youre nothing but a pack of cards!",Summarize this paragraph.
"At this the whole pack rose up into the air, and came flying down upon
her she gave a little scream, half of fright and half of anger, and
tried to beat them off, and found herself lying on the bank, with her
head in the lap of her sister, who was gently brushing away some dead
leaves that had fluttered down from the trees upon her face.",Summarize this paragraph.
"Wake up, Alice dear! said her sister Why, what a long sleep youve
had!",Summarize this paragraph.
"Oh, Ive had such a curious dream! said Alice, and she told her
sister, as well as she could remember them, all these strange
Adventures of hers that you have just been reading about and when she
had finished, her sister kissed her, and said, It _was_ a curious
dream, dear, certainly but now run in to your tea its getting late.
So Alice got up and ran off, thinking while she ran, as well she might,
what a wonderful dream it had been.",Summarize this paragraph.
"But her sister sat still just as she left her, leaning her head on her
hand, watching the setting sun, and thinking of little Alice and all
her wonderful Adventures, till she too began dreaming after a fashion,
and this was her dream",Summarize this paragraph.
"First, she dreamed of little Alice herself, and once again the tiny
hands were clasped upon her knee, and the bright eager eyes were
looking up into hersshe could hear the very tones of her voice, and
see that queer little toss of her head to keep back the wandering hair
that _would_ always get into her eyesand still as she listened, or
seemed to listen, the whole place around her became alive with the
strange creatures of her little sisters dream.",Summarize this paragraph.
"The long grass rustled at her feet as the White Rabbit hurried bythe
frightened Mouse splashed his way through the neighbouring poolshe
could hear the rattle of the teacups as the March Hare and his friends
shared their never-ending meal, and the shrill voice of the Queen
ordering off her unfortunate guests to executiononce more the pig-baby
was sneezing on the Duchesss knee, while plates and dishes crashed
around itonce more the shriek of the Gryphon, the squeaking of the
Lizards slate-pencil, and the choking of the suppressed guinea-pigs,
filled the air, mixed up with the distant sobs of the miserable Mock
Turtle.",Summarize this paragraph.
"So she sat on, with closed eyes, and half believed herself in
Wonderland, though she knew she had but to open them again, and all
would change to dull realitythe grass would be only rustling in the
wind, and the pool rippling to the waving of the reedsthe rattling
teacups would change to tinkling sheep-bells, and the Queens shrill
cries to the voice of the shepherd boyand the sneeze of the baby, the
shriek of the Gryphon, and all the other queer noises, would change
she knew to the confused clamour of the busy farm-yardwhile the
lowing of the cattle in the distance would take the place of the Mock
Turtles heavy sobs.",Summarize this paragraph.
"Lastly, she pictured to herself how this same little sister of hers
would, in the after-time, be herself a grown woman and how she would
keep, through all her riper years, the simple and loving heart of her
childhood and how she would gather about her other little children,
and make _their_ eyes bright and eager with many a strange tale,
perhaps even with the dream of Wonderland of long ago and how she
would feel with all their simple sorrows, and find a pleasure in all
their simple joys, remembering her own child-life, and the happy summer
days.",Summarize this paragraph.
